Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2023-03-01 00:00:00+08:00,171.83909222860495,189.7040312697591,143.8078939434964,169.766357421875,313504886,0.0,0.0
2023-04-01 00:00:00+08:00,169.3715652120775,169.96376442460524,129.89101528484588,134.13516235351562,176651288,2.428633,0.0
2023-05-01 00:00:00+08:00,134.3806399423367,147.53194974071397,121.32821818510833,124.49244689941406,233069580,0.0,0.0
2023-06-01 00:00:00+08:00,126.86561611327667,157.6179107803456,126.17343754810415,130.91976928710938,201815052,0.0,0.0
2023-07-01 00:00:00+08:00,132.9962933461082,162.66089409245203,130.02983327147382,158.01344299316406,168709892,0.0,0.0
2023-08-01 00:00:00+08:00,158.2112055663303,161.67207568809377,126.37120346374559,127.36002349853516,196574538,0.0,0.0
2023-09-01 00:00:00+08:00,127.36002590449752,134.6772882648924,109.46237690142281,113.81318664550781,201941201,0.0,0.0
2023-10-01 00:00:00+08:00,113.81319301642476,118.65841305846517,92.30635564957795,98.68424987792969,259966609,0.0,0.0
2023-11-01 00:00:00+08:00,98.09094503083018,111.73666461166381,96.11330494920782,105.50709533691406,207785260,0.0,0.0
2023-12-01 00:00:00+08:00,105.30933583577475,112.23107621934679,95.52001578447461,111.24225616455078,226500401,0.0,0.0
2024-01-01 00:00:00+08:00,111.24225414320935,112.23107418003788,80.63827702100569,85.82958221435547,224098629,0.0,0.0
2024-02-01 00:00:00+08:00,86.52176150847647,95.52002319653823,82.66536148670745,88.05443572998047,184440503,0.0,0.0
2024-03-01 00:00:00+08:00,87.75778152270976,109.75902815798065,81.67653656189384,106.69368743896484,295730755,0.0,0.0
2024-04-01 00:00:00+08:00,107.38585191935039,120.63604160438986,94.63007224088629,113.51654052734375,198396789,2.977034,0.0
2024-05-01 00:00:00+08:00,114.51014668628356,137.72970969977933,111.8309619709395,113.02171325683594,282519212,0.0,0.0
2024-06-01 00:00:00+08:00,114.8078335857472,121.05925727661791,101.31270478049936,102.50345611572266,189302217,0.0,0.0
2024-07-01 00:00:00+08:00,99.52658534264349,112.02942467760015,98.38545152881404,103.19805145263672,168676112,0.0,0.0
2024-08-01 00:00:00+08:00,101.21347530460287,114.01400457782722,93.92015286294283,106.37337493896484,327846628,0.0,0.0
2024-09-01 00:00:00+08:00,105.18263080507414,169.28450431442906,99.42735175166523,165.81149291992188,345316901,0.0,0.0
2024-10-01 00:00:00+08:00,166.90300064722908,190.81717072614435,148.14874529187233,154.30093383789062,452119460,0.0,0.0
2024-11-01 00:00:00+08:00,157.77395197428885,160.55236421967186,127.80682701746096,142.691162109375,261842264,0.0,0.0
2024-12-01 00:00:00+08:00,144.87419077327144,160.353904884949,133.1651778058362,134.85206604003906,222802663,0.0,0.0
2025-01-01 00:00:00+08:00,131.87519753661456,158.36932504406067,125.62378159259997,155.78936767578125,204335213,0.0,0.0
2025-02-01 00:00:00+08:00,151.22482172161307,168.5898774047897,146.06492248969457,159.36160278320312,334097803,0.0,0.0
2025-03-01 00:00:00+08:00,160.0562183513709,179.40585380581186,153.1101953677254,159.56007385253906,316325594,0.0,0.0
2025-04-01 00:00:00+08:00,159.75852942736174,162.53694166301983,121.15848570999192,126.91376495361328,415105217,3.91715,0.0
2025-05-01 00:00:00+08:00,128.12493233397845,142.56014261288638,120.4593409481284,128.32403564453125,329993360,0.0,0.0
2025-06-01 00:00:00+08:00,126.43253399271026,134.89455398434836,121.15621260686115,127.3285140991211,290935890,0.0,0.0
2025-07-01 00:00:00+08:00,130.91242445332037,135.0936547437457,119.9615752595065,122.3508529663086,329959392,0.0,0.0
2025-08-01 00:00:00+08:00,122.350853912819,126.93029845568883,114.28704823587144,117.27364349365234,309451638,0.0,0.0
2025-09-01 00:00:00+08:00,119.96157754285241,141.96283559998437,118.56783155441396,137.8811492919922,403631319,0.0,0.0
2025-10-01 00:00:00+08:00,140.66863533819225,143.1574646428644,122.74906434455269,127.02984619140625,237663599,0.0,0.0
2025-11-01 00:00:00+08:00,127.82626790821537,128.32403377264083,109.60804182742602,115.97944641113281,246406403,0.0,0.0
2025-12-01 00:00:00+08:00,115.18301884721393,117.6718481878651,109.40893933408587,110.90223693847656,171620884,0.0,0.0
2026-01-01 00:00:00+08:00,111.79821446099491,119.86201982105494,110.50402019536,111.89776611328125,238829922,0.0,0.0
2026-02-01 00:00:00+08:00,111.49955732704314,112.19642652221532,103.13708900845398,103.93351745605469,180596072,0.0,0.0
2026-03-01 00:00:00+08:00,102.44021851872728,115.78034547797797,95.47149627385201,112.6941909790039,340885813,0.0,0.0
2026-04-01 00:00:00+08:00,114.4000015258789,124.30000305175781,109.5999984741211,116.30000305175781,183766638,3.91715,0.0
